,Q0-B,QID245,StudioLevel,"Q-S1,S","Q-S2,S","Q-S3,S","QS-P1,S","QS-P1,S_11_TEXT","QS-P1,S.1","QS-P1,S_11_TEXT.1","QS-P2,S","QS-P2,S_8_TEXT","QS-P3,S","QS-P3,S_9_TEXT","QS-P4,S_4","QE+A,V1,S,N_1","QE+A,V1,S,N_2","QE+A,V2,S,N_1","QE+A,V2,S,N_2","QE+A,V3,S,N_1","QE+A,V3,S,N_2","QE+A,V4,S,N_1","QE+A,V4,S,N_2","QE+A,V5,S,N_1","QE+A,V5,S,N_2","QE+A,All","QE+A,P1,S","QE+A,P1,S_11_TEXT","QE+A,P2,S","QE+A,P2,S_11_TEXT","QE+A,P3,S","QE+A,P4,S","QN+C,V1,S,R_1","QN+C,V1,S,R_2","QN+C,V2,S,N_1","QN+C,V2,S,N_2","QN+C,V3,S,R_1","QN+C,V3,S,R_2","QN+C,V4,S,R_1","QN+C,V4,S,R_2","QN+C,V4,S,R_1.1","QN+C,V4,S,R_2.1","QN+C,V5,S,R_1","QN+C,V5,S,R_2","QN+C,V6,S,R_1","QN+C,V6,S,R_2","QN+C,V6,S,R_1.1","QN+C,V6,S,R_2.1","QN+C,V7,S,N_1","QN+C,V7,S,N_2","QN+C,All","QN+C,P1,S","QN+C,P1,S_10_TEXT","QN+C,P1a,S","QN+C,P2,S","QN+C,P2,S","QN+C,P2aS,S","QN+C,P2a,S","QI+C,V1,S,N_1","QI+C,V1,S,N_2","QI+C,V2,S,N_1","QI+C,V2,S,N_2","QI+C,V3,S,R_1","QI+C,V3,S,R_2","QI+C,V4,N_1","QI+C,V4,N_2","QI+C,All","QI+C,P1,S","QI+C,P1,S_18_TEXT","QI+C,P2,S","QI+C,P2,S_10_TEXT","QI+C,P3,S","QI+C,P4,S","QS+U,V1,S,N _1","QS+U,V1,S,N _2","QS+U,V2,S,N_1","QS+U,V2,S,N_2","QS+U,V3,S,N_1","QS+U,V3,S,N_2","QS+U,V4,S,N_1","QS+U,V4,S,N_2","QS+U,V6,R_1","QS+U,V6,R_2","QS+U,V7,S,R_1","QS+U,V7,S,R_2","QS+U,V8,S,R_1","QS+U,V8,S,R_2","QS+U,All","QS+U,P1,S","QS+U,P1,S_10_TEXT","QS+U,P1,S.1","QS+U,P1,S_10_TEXT.1","QS+U,P2,S","QS+U,P2,S_9_TEXT","QS+U,P2,S.1","QS+U,P2,S_9_TEXT.1","QLA+BR,V1,S,N_1","QLA+BR,V1,S,N_2","QLA+BR,V2,S,R_1","QLA+BR,V2,S,R_2","QLA+BR,V3,S,N_1","QLA+BR,V3,S,N_2","QLA+BR,V3,FStaff,N_1","QLA+BR,V3,FStaff,N_2","QLA+BR,V4,S,R_1","QLA+BR,V4,S,R_2","QLA+BR,V5,S,N_1","QLA+BR,V5,S,N_2","QLA+BR,All ","LA+BR,P1,S","LA+BR,P1,S_9_TEXT","QC+D,V2,S,R_1","QC+D,V2,S,R_2","QC+D,V3,S,N_1","QC+D,V3,S,N_2","QC+D,V4,S,N_1","QC+D,V4,S,N_1_TEXT","QC+D,V4,S,N_2","QC+D,All","QC+D,P1,S","QC+D,P1,S_5_TEXT","QC+D,P2,S","QC+D,P2,S_9_TEXT","QC+CS,V1,S,N_1","QC+CS,V1,S,N_1_TEXT","QC+CS,V1,S,N_2","QC+CS,V2,S,R_1","QC+CS,V2,S,R_2","QC+CS,V3,S,R_1","QC+CS,V3,S,R_1_TEXT","QC+CS,V3,S,R_2","QC+CS,V4,R_1","QC+CS,V4,R_1_TEXT","QC+CS,V4,R_2","QC+CS,V5,N_1","QC+CS,V5,N_1_TEXT","QC+CS,V5,N_2","QC+CS,All","QC+CS,P1,S","QC+CS,P1,S_11_TEXT","QC+CS,P2a,S","QC+CSP2b,S","QT-C+E,V1,S,N_1","QT-C+E,V1,S,N_1_TEXT","QT-C+E,V1,S,N_2","QT-C+E,V2,S,R_1","QT-C+E,V2,S,R_1_TEXT","QT-C+E,V2,S,R_2","QT-C+E,V3,N_1","QT-C+E,V3,N_1_TEXT","QT-C+E,V3,N_2","QT-C+E,V4,S,R_1","QT-C+E,V4,S,R_1_TEXT","QT-C+E,V4,S,R_2","QT-C+E,V4,S,R_2_TEXT","QT+E,All","QT-C+E,P1,S","QT-C+E,P1,S_7_TEXT","QT-C+E,P2,S","QT-C+E,P3,S","QT-C+E,P4,S","QT-C+E,P4,S_11_TEXT","QT,L+C,V1,S,R_1","QT,L+C,V1,S,R_1_TEXT","QT,L+C,V1,S,R_2","QT,L+C,V2,S,R_1","QT,L+C,V2,S,R_1_TEXT","QT,L+C,V2,S,R_2","QT,L+C,V3,S,N_1","QT,L+C,V3,S,N_1_TEXT","QT,L+C,V3,S,N_2","QT-L+C,V4,S,N_1","QT-L+C,V4,S,N_1_TEXT","QT-L+C,V4,S,N_2","QT,L+C,V5,S,R _1","QT,L+C,V5,S,R _1_TEXT","QT,L+C,V5,S,R _2","QT,L+C,V6,S,R_1","QT,L+C,V6,S,R_1_TEXT","QT,L+C,V6,S,R_2","QT,L+C,V7,S,N_1","QT,L+C,V7,S,N_1_TEXT","QT,L+C,V7,S,N_2","QT-L+C,All","QT-L+C,P1,S_1","QT-L+C,P2,S","QT-L+C,P2,S_7_TEXT","QT,L+C,P3,S_1","QT,L+C,P4,S","QT,L+C,P4,S_9_TEXT","B1,All","B2,All","B2,All_10_TEXT","B3,S","B3,S_6_TEXT","B4,S","B5,S","B6,All","B7,All",QID265
113,,Student,1000 Level/ YR 1,My least favorite aspect of studio is when I just get stuck,The freedom of creativity when designing and how my instructor give us lots of time to work ,A key difference to me is just being able to collaborate with other students and being able to get more help from instructors ,"Living away from home,Expectations,Social Life",,,,,,"Vocabulary,Judgment of audience,Knowledge of subject matter,Clear explanation of design thinking,Shaky voice,Stutter",,200,2,2,,,,,,,1,1,,,,,,,About half the time,2,3,,,,,,,,,,,,,,,4,1,,"Very creative,Collaborative,Experimental,Challenging,Only excellence is encouraged",,"I believe that studio is a place that is challenging and experimental, however I know that sometimes looking at other students work makes me stressed and makes me think is my work as good and also am I behind. I wouldn't describe this as competitive though. ",,Somewhat disagree,,"Just hearing some older students and instructors saying that is quite hard to secure a job in this field has made me stressed, but I still hopeful I can find a career with this degree.",13,1,,,,,,,,I remove myself from social situations to focus on my work.,,,,Just simply asking another student about their project and what design goals they have in mind ,It allows me to focus on my own work ,2,4,,,,,,,,,4,2,4,2,,,,,,I want to better understand my interpretation of the assignment.,,,,,,,,4,2,,,2,2,,,,I want to better understand my interpretation of the assignment.,,,,4,1,,,,,"It impacts my family as well as myself, if I do not succeed",,Encouragement to develop further,,1,,1,,,,,,,,,,,,,,,I sometimes seek out critiques that differ from my own perspectives to change my ideas,,4,,1,,,,,,,,,,,,,,0,Slightly difficult,,,5,,1,,,,2,,1,,,,4,,2,,,,,,,,23,,,1,"I would dedicate time earlier to work on the project, so that I can do both.",,Male,"Asian,White, Caucasian,Two or more races",,Undecided,,1,No,No,Undergraduate Degree,
114,,Student,1000 Level/ YR 1,"Cost of supplies, appreciation of work ethic. ",Expressing creativity.,Remote studio is a waste of everyones time. Hands on instruction is the only way to successfully complete a studio.,"Social Life,Finances,Mental Health",,,,,,"Vocabulary,Judgment of audience,Clear explanation of design thinking",,200,1,1,,,,,,,1,1,,,,,,,About half the time,3,2,,,,,,,,,,,,,,,3,3,,"All students are encouraged to do their best,Very creative,Collaborative,Experimental,Rewarding,Challenging",,I do not believe the majority of the class wants to actively pursue this profession which leads to a lack of discipline and attention to detail. The instructors do not seem to mind the lack of effort and award mediocre work the same as above average work that motivated students have put exuberant time into. ,,Somewhat agree,,,14,15,,,,,,,,I remove myself from social situations to focus on my work.,,,,Insight from higher year students on particular instructors biases since there seems to be no standardized project curriculum. What is the point of having project guidelines to follow if students are told to break the rules.,Unmotivated students who do not want to be in the major are extremely distracting to students who are set on pursuing a career in Environmental Design. ,3,3,,,,,,,,,3,5,3,3,,,,,,I want the assignment to be completed to meet all requirements.,,,,,,,,3,3,,,5,5,,,,"I want to meet all requirements.,I want to meet the learning objectives.",,,,4,2,,,,,"It impacts my family as well as myself, if I do not succeed",,Acceptance,,4,,4,,,,,,,,,,,,,,,I consistently seek out critiques that differ from my own perspectives to change my ideas,,3,,2,,,,,,,,,,,,,,3-5,Neither easy nor difficult,,,5,,3,,,,1,,2,,,,3,,5,,,,,,,,40,,,20,I would not go to the family event and focus on the project.,,Male,"White, Caucasian",,Architecture,,1,No,No,Undergraduate Degree,
115,,Student,4000 Level/ YR 4,I dislike presenting in studio when I haven't seen others work because of zoom.,I really like collaborating with classmates and helping each other develop our work.,Collaboration is so much better in person.  Showing work on Miro during zoom studios is the worst.,,,"Living away from home,Time management,Mental Health",,,,"Vocabulary,Judgment of audience,Knowledge of subject matter,Clear explanation of design thinking,Shaky voice,Stutter",,150,,,,,,,2,2,3,4,,"the professional jury,another faculty member who I respect,students engaged with the project review",,,,,,,,,,,,4,3,,,,,2,3,,,,,,"All students are encouraged to do their best,Very creative,Collaborative,Rewarding,Challenging,Competitive",,"It feels competitive because most people are trying their best, and the work can be very difficult.",Agree,,"I'm in my last semester here, I sure hope I get a job.",,,,,,,,4,3,,,,,,Taking breaks from your own work and walking over to other students desks to talk about their designs.,Getting critiques or ideas from other students is helpful.,,,,,,,,,2,2,1,5,,,,,,I go with the flow.,,,,,,,,,,4,3,,,,,4,3,,"I want to meet all requirements.,I want to better understand the instructor's interpretation of the assignment.,Graphical communication is a significant determinant for the final evaluation.",,,,3,3,,,,,"It impacts my family as well as myself, if I do not succeed",,Encouragement to develop further,,,,,,,,,,,,,2,,3,,"Students observe their own progression and skills improve.,Students recognize that their abilities/perspectives are being challenged.,Students are challenged externally through the assignments, faculty, or peers.",,I sometimes seek out critiques that differ from my own perspectives to change my ideas,,,,,,,,,,,4,,3,,,The student had no choice. There were external factors beyond her/her control.,,1-2,,,,,,,,,,1,,3,,,,4,,3,2,,4,,,,,12,,,7,I would go to the family event and bring what I have to the project presentation.,,Female,"White, Caucasian",,Architecture,,4,No,No,Graduate Degree,
117,,Student,2000 Level/ YR 2,my least favorite is the lack of insight on our grades- why did we get so many points marked off on our project?,The conceptual phase and freedom to communicate ideas ,remote studio is much less engaged- cant talk and communicate ideas as freely- much more independent,,,,,"Unfamiliar technologies,Grades,Unclear expectations",,Appearance,,40,,,1,2,,,,,2,3,,,,,,yes because every professor is very different so its hard to change between professors and also the grading criteria isnt always clear ,,,,1,3,,,,,,,4,2,,,,,,,,"All students are encouraged to do their best,Very creative,Collaborative,Experimental,Rewarding,Competitive",,,,,,,,,1,2,,,,,self motivated ,,,I take the input and offer feedback for them as well.,,there isnt much collaboration in my studio- people choose to talk to eachother if they want to ,it inspires me,,,,,4,4,,,,,5,2,,,,,,,,,,I want the assignment to be completed to meet all requirements.,,,,2,4,1,4,,,,,,,,Different faculty encourage different aesthetic principles.,,,,2,3,2,,3,,Other,A relative that is contributing a lot to my tuition has only agreed to continue paying if I stay on the deans list. So while some professors say grades dibt matter- they do to my situation ,Encouragement to develop further,,,,,2,1,,,,,,,,,,,,,I sometimes seek reinforcements for the present ideas,,,,,4,,3,,,,,,,,,,,0,,"Waiting for a desk critique,Doing design work on my computer,Hand drafting",,,,,4,,2,4,,2,,,,2,,2,,,,4,,3,,25,Students prefer to work in the studio and collaborate with peers.,,4,I would not go to the family event and focus on the project.,,Female,"White, Caucasian",,Architecture,,2,No,No,Graduate Degree,
118,,Student,2000 Level/ YR 2,"I don't know anyone in my studios because of COVID. The stools also are pretty awful and hurt my back, so I never want to hang out.",I like having work I can use in my portfolio.,Remote feels checked out. I'm having to go back and look over everything because for me it's hard to process any sort of information online.,,,,,"Time spent on projects,Lack of sleep,Unclear expectations",,"Vocabulary,Judgment of audience,Knowledge of subject matter,Clear explanation of design thinking,Shaky voice",,120,,,3,3,,,,,4,5,"This semester with Gage feels like the first time where we've changed assignments and student feedback is welcome. I really like that, but I don't think many professors before have done that. Most go along with section head.",,,,,"Some professors grade really hard and others not so much. Others don't grade anything until the end. I don't mind so much about grades but doing good work, but I know that other people get really stressed. I don't like having everything graded at the end of the semester though, that's a bit stressful.",,,,3,3,,,,,,,3,5,,,,,,,"I feel like not all students should be praised for trying. If I'm doing sh*t work, please tell me.","All students are encouraged to do their best,Competitive,Other",Pedal to the Medal - work work work and more work,I wish things were more collaborative and challenging (growth challenging) but it feels like very individual learning and super repetitive. ,,,,,,,1,5,,,,,,,,I take the input and offer feedback for them as well.,,"I wish we had more group projects, but I also wish I could trust people to do good work as well.",I would say it's not that helpful,,,,,3,3,,,,,3,5,,,"I feel like when asking about something in the workforce or a question about design it's cool if professors don't know but what bugs me is when there's a question on the assignment and they say ""I'm not sure let me ask the section lead""",,,,,,,The assignment is unclear.,,,,4,4,1,3,,,,,,,,I want to meet the learning objectives.,,,,1,5,3,,3,,"It only impacts me, if I do not succeed",,My ancestral roots don't fit into the context of the design problem at hand,,,,,6,6,,,,,,,,,,,,,I sometimes seek out critiques that differ from my own perspectives to change my ideas,Mostly it feels like there's not enough time to seek out critique before a deadline and have to change everything.,,,,5,,5,,,,,,,,I feel like the information I'm learning in lecture is helpful but not applied in studio which I think is a missed opportunity,,,1-2,,"Waiting for a desk critique,Doing design work on my computer,Other",Listening to the instructor talk,,,,3,,3,1,,3,,,,5,,3,,,,1,,5,,25,Students don't stay and prefer to work in at home.,,8,I would go to the family event and bring what I have to the project presentation.,,Female,"White, Caucasian",,Architecture,,2,No,No,Post Graduate Degree,
119,,Student,2000 Level/ YR 2,I find studio to be a decently positive experience. I will say that I have had some studio experiences where I haven't felt that I am being given the chance to grow. Feedback depending on certain professors can be repetitive and only ever positive. While I really am grateful for the time these professors put into teaching studios I think that some professors just seem confused. ,Being able to collaborate with my peers has saved me in multiple studios. I really appreciate being given the space and time to interact with them. ,It's very helpful and inspiring to see in person what my classmates are doing. In person I feel much more connected to this program and my classmates. ,,,,,"Deadlines,Expense of models,Juggling other responsibilities",,,,150,,,4,4,,,,,1,1,,,,,,I think that feedback like grades are important to understand how you're growing in the program. ,,,,3,1,,,,,,,4,3,,,,,,,"I've had different experiences with different professors...some just praise everybody, some are more critical and create more growth in their students ","All students are encouraged to do their best,Very creative,Collaborative,Challenging",,I think that some of these are hard to answer as studio as a whole. each experience with each professor is drastically different. ,,,,,,,1,1,,,,,I think you can't be successful in ENVD if your motivations aren't somewhat selfish. ,,,I take the input to enhance the project but may not offer feedback for them.,,While waiting for our desk crits I will often spend time talking to other students about their projects and the directions they going in. ,Typically we are given a good amount of time to work on our projects while also being given the opportunity to work with our professors when we need help as well as check ins. ,,,,,1,1,,,,,1,2,,,there are obviously going to be questions that professors don't know the answers too. But in terms of projects and the direction of the curriculum there are only so many times your professor can tell you they don't know without feeling like you are losing direction as a student. ,,,,,,,I want to meet the learning objectives.,,,,3,1,3,1,,,,,,,,"I want to meet all requirements.,I want to meet the learning objectives.,Different faculty encourage different aesthetic principles.,Graphical communication is a significant determinant for the final evaluation.",,,,3,1,2,,1,I think you can't make generalizations about students and their world views and their motivations in studio. ,"It only impacts me, if I do not succeed",,It would be unlikely for me to include elements from my background in the project,,,,,3,1,,,,,,,,,,both are important. you can't have one successfully without the other. ,,,I consistently seek out critiques that differ from my own perspectives to change my ideas,I think that the process of developing your ideas and your concept is very important and something that is necessary to be successful in this program. ,,,,2,,1,,,,,,,,I enjoy the laid back energy of studio time. ,,,3-5,,"Waiting for a desk critique,Sketching,Peer critiquing",,,,,2,,1,3,,1,,,,3,,3,,,,5,,3,,18,Students don't stay and prefer to work in at home.,,0,I would not go to the family event and focus on the project.,,Female,"Asian,Native Hawaiian or Other Pacific Islander",,Architecture,,3,No,No,Post Graduate Degree,
120,,Student,1000 Level/ YR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,Student,1000 Level/ YR 1,My least favorite aspect would be the location but that’s temporary.,I love the collaborative workspace and the fact that the studio lends us supplies and such.,Remote studio is easier in terms of assignments but much harder in terms of learning and application.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,Student,1000 Level/ YR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,Student,1000 Level/ YR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,Student,1000 Level/ YR 1,Having to buy a lot of our materials. Sometimes it’s hard to pay for all of those materials and justify the cost of them. ,Working with my classmates and having conversations with them about life or the projects,"Definitely the level of work, being in person allows access to the professors in person and all of the classmates for help ","Establishing a sense of belonging,Time management,Different food",,,,,,"Clear explanation of design thinking,Shaky voice,Stutter,Appearance",,200,2,2,,,,,,,1,1,,,,,,,Usually,3,3,,,,,,,,,,,,,,,4,4,,"All students are encouraged to do their best,Very creative,Collaborative,Rewarding,Challenging",,,,Strongly agree,,,13,13,,,,,,,,I work in collaboration with peers to do my best work.,,,,Talking with others to get their opinion on what I should do and vise versa,Everyone helps everyone to create their best work. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,Student,1000 Level/ YR 1,My least favorite aspect of studio is Our desk crits. I think some take some are too short and others are to long which makes it hard to move forward with an idea without getting it approved.,"My favorite aspect is the collaboration part of studio and the connections make. I think collaborating is a huge part in creating a good project,idea, and just overall studio environment. Being able to talk through an idea with my peers is super important and I’m able to do that in my studio class. ",The main difference I see with in person and remote studio is that I’m not able to collaborate with peers and just talk In general. It’s very hard to talk to a computer screen rather than face to face.,"Time management,New learning environments,Finances",,,,,,"Judgment of audience,Knowledge of subject matter,Shaky voice,Stutter",,200,2,4,,,,,,,1,5,,,,,,,Sometimes,1,3,,,,,,,,,,,,,,,4,2,,"All students are encouraged to do their best,Very creative,Collaborative,Experimental,Rewarding,Challenging,Competitive",,"Studio is very collaborative however, we are encouraged to do our best and put our best work out which makes it very competitive and in the same sense rewarding when we make something we really do love.",,Agree,,ENVD gives a lot of connections into all fields which makes me very confident I will find a place of work when I leave.,1,2,,,,,,,,I work near my peers to compare my work to others to gauge my level of production.,,,,Give critiques and ideas to my peers is the best form of collaboration to get the best idea out of someone or myself.,I am able to Hague my production by comparing my work to others as well as get critiques from my peers and instructors.,1,1,,,,,,,,,2,3,3,2,,,,,,I want to better understand my interpretation of the assignment.,,,,,,,,3,3,,,2,4,,,,"I want to meet all requirements.,I want to better understand the instructor's interpretation of the assignment.,I want to better understand my interpretation of the assignment.,In consultation with the faculty lead, I can guide the graphics of the assignment.,Different faculty encourage different aesthetic principles.,Graphical communication is a significant determinant for the final evaluation.",,,,2,4,,,,,"It impacts my family as well as myself, if I do not succeed",,Encouragement to develop further,,2,,3,,,,,,,,,,,,,,,I consistently seek out critiques that differ from my own perspectives to change my ideas,,2,,2,,,,,,,,,,,,,,1-2,Moderately easy,,,2,,3,,,,3,,4,,,,3,,3,,,,,,,,26,,,2,"I would dedicate time earlier to work on the project, so that I can do both.",,Male,"White, Caucasian",,Architecture,,1,No,No,Graduate Degree,
126,,Student,1000 Level/ YR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,Student,1000 Level/ YR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,Student,1000 Level/ YR 1,Presentations,Drawing on vellum,Better in person feedback,"Establishing a sense of belonging,New learning environments,Expectations",,,,,,"Shaky voice,Stutter",,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,Student,1000 Level/ YR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,Student,1000 Level/ YR 1,The desks having scratches all over it. It’s hard to draw on the,"The helpful environment, it’s nice to have classmates around. ",Definitely not talking to classmates as much virtually,"Time management,Different food,Expectations",,,,,,"Judgment of audience,Shaky voice,Stutter,Appearance",,200,2,2,,,,,,,2,2,,,,,,,Usually,1,1,,,,,,,,,,,,,,,4,4,,"All students are encouraged to do their best,Very creative,Collaborative,Rewarding,Challenging",,,,Strongly agree,,,2,2,,,,,,,,I work in collaboration with peers to do my best work.,,,,"Everyone does their own thing, but when they need help everyone is there to assist",It helps to have people and the professors there because it makes my work better,3,3,,,,,,,,,4,3,2,3,Some students like structure while others (including myself) just like going with the flow,,,,,I want to better understand the instructor's interpretation of the assignment.,,,,,,,,3,3,,,4,4,,,,"I want to meet all requirements.,I want to meet the learning objectives.",,,,4,3,,,,,"It only impacts me, if I do not succeed",,Encouragement to develop further,,4,,3,,,,,,,,,,,,,,,I consistently seek out critiques that differ from my own perspectives to change my ideas,,4,,4,,,,,,,,,,,,,,0,Moderately easy,,,3,,3,,,,2,,2,,,,4,,4,,,,,,,,12,,,0,I would go to the family event and ask for an extension beforehand.,,Male,"White, Caucasian",,Undecided,,1,No,No,Graduate Degree,
132,,Student,1000 Level/ YR 1,My least favorite thing about studio is how long it is. I feel like if we had a shorter time students could do their work outside of class. ,I love the creative environment and interaction we have with our classmates and teachers. ,The key difference in remote studio and in-person studio is the interaction with your classmates and ability to see what they are working on. ,"Time management,Different food,New learning environments",,,,,,Judgment of audience,,200,4,3,,,,,,,1,4,,,,,,,Usually,2,2,,,,,,,,,,,,,,,4,2,,"All students are encouraged to do their best,Very creative,Collaborative,Experimental,Rewarding",,Studio's talkative nature allows for collaboration and creativity while remaining challenging. The final project is always rewarding. ,,Somewhat agree,,I might want to go to graduate school instead. ,1,2,,,,,,,,I work near my peers for solidarity in the studio or other location.,,,,"Asking others for opinions, and explanations; working along side others. ",Seeing others work in studio motivates me to do my work. ,3,4,,,,,,,,,3,3,2,2,,,,,,I want the assignment to be completed to meet all requirements.,,,,,,,,4,2,,,2,3,,,,"I want to meet all requirements.,Different faculty encourage different aesthetic principles.,Graphical communication is a significant determinant for the final evaluation.",,,,3,2,,,,,"It only impacts me, if I do not succeed",,Encouragement to develop further,,2,,2,,,,,,,,,,,,,,,I sometimes seek out critiques that differ from my own perspectives to change my ideas,,4,,2,,,,,,,,,,,,,,1-2,Slightly easy,,,2,,1,,,,3,,2,,,,5,,3,,,,,,,,14,,,2,"I would dedicate time earlier to work on the project, so that I can do both.",,Female,"White, Caucasian",,Undecided,,1,No,No,Undergraduate Degree,
133,,Student,1000 Level/ YR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,Student,1000 Level/ YR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,Student,1000 Level/ YR 1,Workdays felt kinda pointless.,Collaboration,,"Time management,Finances,Mental Health",,,,,,"Vocabulary,Judgment of audience,Knowledge of subject matter,Clear explanation of design thinking,Shaky voice,Stutter,Appearance",,200,3,4,,,,,,,2,2,,,,,,,About half the time,2,3,,,,,,,,,,,,,,,3,3,,Experimental,,,,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,Student,1000 Level/ YR 1,Sometimes most of my modeling stuff is not in studio so it’s easier to work at my dorm ,Christy is a great teacher and makes it a lot easier ,In person studio is a lot more hands on and interactive than remote,"Time management,New learning environments,Mental Health",,,,,,"Judgment of audience,Shaky voice",,120,,1,,,,,,,,1,,,,,,,Sometimes,1,1,,,,,,,,,,,,,,,5,1,,"All students are encouraged to do their best,Very creative,Collaborative,Challenging",,It’s fun and exciting but also challenging,,Agree,,With what I have already learned I hope to peruse this career going out of college ,1,1,,,,,,,Non ,I remove myself from social situations to focus on my work.,,,,Talking to other students around me and ask for their opinions ,Helps me think and expand on my work,3,1,,,,,,,,,3,3,3,3,,,,,,I want to meet the learning objectives.,,,,,,,,2,2,,,3,3,,,,"I want to meet all requirements.,I want to meet the learning objectives.",,,,3,3,,,,,"It impacts my family as well as myself, if I do not succeed",,Encouragement to develop further,,3,,3,,,,,,,,,,,,,,,I consistently seek reinforcements for the present ideas,I always want to improve and get fresh eyes on my work,2,,3,,,,,,,,,,,,,,3-5,Moderately difficult,,,5,,3,,,,2,,2,,,,1,,1,,,,,,,,20,,,1,"I would dedicate time earlier to work on the project, so that I can do both.",,Female,"White, Caucasian",,Undecided,,1,Yes,No,Post Graduate Degree,
